Date,AXISBANK.NS,BAJAJ-AUTO.NS,DRREDDY.NS,GAIL.NS,GRASIM.NS,HCLTECH.NS,HEROMOTOCO.NS,INDUSINDBK.NS,ITC.NS,LT.NS,M&M.NS,NTPC.NS,POWERGRID.NS,TECHM.NS,ULTRACEMCO.NS,WIPRO.NS
2019-02-26,709.2691650390625,2676.503662109375,2610.833740234375,156.86892700195312,773.5916748046875,524.7695922851562,2549.531982421875,1470.327880859375,257.1016845703125,1232.4248046875,639.5974731445312,114.041748046875,167.5287628173828,804.678955078125,3778.865478515625,289.5689697265625
2019-02-27,717.3092041015625,2728.361572265625,2609.946044921875,157.9274139404297,774.9783935546875,525.5130004882812,2539.576904296875,1468.9351806640625,256.7283935546875,1250.7769775390625,644.3603515625,112.58123779296875,167.75990295410156,797.2434692382812,3879.158447265625,279.6708984375
2019-02-28,708.6698608398438,2715.163330078125,2594.908935546875,160.8911895751953,769.6791381835938,522.3163452148438,2491.744384765625,1466.1002197265625,257.61492919921875,1258.8092041015625,634.2944946289062,114.6093978881836,169.0542755126953,801.6372680664062,3816.718505859375,275.5625
2019-03-01,701.52880859375,2680.434814453125,2609.05859375,161.7615203857422,784.2396850585938,521.6720581054688,2536.77978515625,1506.1385498046875,259.6213684082031,1273.997314453125,638.0262451171875,116.02999114990234,169.3778839111328,803.2305297851562,3868.43603515625,280.6419982910156
2019-03-05,731.1419677734375,2718.111572265625,2617.0458984375,163.00819396972656,802.4651489257812,521.6472778320312,2650.60107421875,1533.493896484375,263.68084716796875,1271.3199462890625,644.9495239257812,119.27525329589844,169.19297790527344,782.1793212890625,3952.071533203125,271.603515625
2019-03-06,719.7061767578125,2740.437255859375,2656.04345703125,162.46719360351562,812.3207397460938,517.0382080078125,2622.347412109375,1526.7794189453125,266.6671447753906,1282.22412109375,647.0609741210938,120.85747528076172,170.5797882080078,795.2638549804688,3968.4794921875,276.33441162109375
2019-03-07,732.8399047851562,2733.229248046875,2643.323486328125,161.90264892578125,802.5147094726562,512.7265014648438,2588.4521484375,1523.1983642578125,270.7266540527344,1316.689453125,659.7291259765625,118.62580871582031,173.02984619140625,780.4893798828125,3902.7978515625,267.76898193359375
2019-03-08,732.4903564453125,2766.740478515625,2578.541015625,164.4900665283203,799.39453125,500.0885314941406,2598.17041015625,1510.01806640625,272.4997863769531,1304.03271484375,658.1087646484375,123.49419403076172,172.89117431640625,783.48291015625,3961.846435546875,256.663818359375
2019-03-11,733.5889282226562,2808.72314453125,2589.48583984375,165.47801208496094,819.6505737304688,497.78399658203125,2668.7099609375,1506.6358642578125,273.3863525390625,1310.9940185546875,668.8128662109375,122.84571838378906,179.64041137695312,779.4271850585938,4038.79931640625,258.70556640625
2019-03-12,741.6289672851562,2804.5576171875,2629.61767578125,166.4894561767578,822.9192504882812,502.2196044921875,2662.737060546875,1560.7996826171875,274.83282470703125,1352.2255859375,675.5398559570312,122.72401428222656,181.53573608398438,777.0613403320312,4085.2802734375,260.29913330078125
2019-03-13,737.0845947265625,2817.569091796875,2618.771240234375,165.40744018554688,815.3418579101562,509.6536865234375,2658.18603515625,1627.7457275390625,275.2060852050781,1342.1976318359375,671.9063110351562,120.2489242553711,180.0564422607422,762.8179931640625,4015.359375,256.8630065917969
2019-03-14,739.6813354492188,2823.9814453125,2610.93212890625,166.34832763671875,824.9993896484375,498.94866943359375,2608.931396484375,1673.8519287109375,275.7660217285156,1343.317138671875,673.5758056640625,124.6713638305664,178.7983856201172,761.3695068359375,3954.0166015625,255.81723022460938
2019-03-15,734.1881713867188,2830.48681640625,2621.778564453125,169.05337524414062,821.978271484375,510.12451171875,2593.904052734375,1694.2939453125,271.3799133300781,1359.625,682.1194458007812,128.2408447265625,184.18328857421875,771.8468017578125,3906.089599609375,262.39068603515625
2019-03-18,746.0734252929688,2813.029052734375,2632.18115234375,169.2650604248047,810.7854614257812,502.1700744628906,2530.99658203125,1706.778076171875,273.9462585449219,1342.4896240234375,671.9063110351562,128.80947875976562,187.80502319335938,761.5142822265625,3960.051025390625,256.564208984375
2019-03-19,759.9562377929688,2784.52587890625,2670.88330078125,170.3235626220703,814.4998779296875,513.544189453125,2478.42333984375,1716.1285400390625,279.4522705078125,1322.0927734375,677.012939453125,131.34881591796875,189.6635284423828,767.3565063476562,3967.831298828125,256.4148254394531
2019-03-20,754.8125610351562,2761.0771484375,2713.2333984375,166.86581420898438,809.89404296875,514.4114990234375,2473.777587890625,1704.390625,278.93896484375,1334.700927734375,666.4069213867188,125.84756469726562,188.13858032226562,762.7213745117188,3912.273681640625,260.4983215332031
2019-03-22,756.1109619140625,2761.1708984375,2712.888671875,164.1607666015625,812.3207397460938,507.9190673828125,2468.23095703125,1689.6683349609375,278.2857360839844,1357.8724365234375,666.6033325195312,131.10540771484375,189.18699645996094,761.6591796875,3919.70458984375,259.5023498535156
2019-03-25,744.7750854492188,2768.8466796875,2742.12451171875,165.43096923828125,807.6653442382812,504.35076904296875,2442.062744140625,1674.6976318359375,275.3460693359375,1340.396484375,652.6585083007812,131.7869873046875,192.5227813720703,762.47998046875,3861.154541015625,255.4686279296875
2019-03-26,756.160888671875,2764.026123046875,2743.50537109375,169.05337524414062,828.7633056640625,512.751220703125,2440.8779296875,1705.634033203125,273.8062438964844,1336.5509033203125,657.5686645507812,137.093505859375,193.33290100097656,744.27734375,3915.565185546875,253.97467041015625
2019-03-27,758.358154296875,2789.58056640625,2726.44677734375,167.40682983398438,820.7401123046875,516.9885864257812,2411.249267578125,1794.762939453125,273.52630615234375,1330.368408203125,648.1902465820312,133.3935546875,190.80723571777344,738.6766357421875,3891.9755859375,253.52647399902344
2019-03-28,779.7316284179688,2760.28173828125,2679.2646484375,168.5594024658203,822.2754516601562,536.6887817382812,2394.70458984375,1811.5242919921875,279.96551513671875,1350.0836181640625,644.1639404296875,132.17645263671875,188.94871520996094,745.1947631835938,3898.95751953125,253.7256622314453
2019-04-01,764.6503295898438,2729.250732421875,2755.781494140625,166.86581420898438,849.2174072265625,550.491455078125,2425.75537109375,1733.884765625,277.399169921875,1374.910400390625,649.0250244140625,131.5435791015625,186.37539672851562,758.520751953125,4043.13818359375,260.5979309082031
2019-04-02,766.4481811523438,2670.699951171875,2759.67626953125,170.58230590820312,837.62841796875,546.4522705078125,2436.611328125,1765.2191162109375,278.0057678222656,1372.525146484375,656.5866088867188,131.5922393798828,190.42599487304688,765.2320556640625,4015.70849609375,260.5979309082031
2019-04-03,760.5554809570312,2665.270751953125,2726.594482421875,165.8073272705078,823.8107299804688,555.3731079101562,2446.56640625,1764.2740478515625,276.37261962890625,1341.662109375,646.6190185546875,131.25146484375,191.5220489501953,750.9887084960938,3991.370849609375,260.5979309082031
2019-04-04,761.2046508789062,2676.31640625,2732.65869140625,162.91409301757812,826.9804077148438,544.197265625,2500.372314453125,1727.02099609375,275.1127624511719,1332.5589599609375,641.610595703125,132.07908630371094,189.9971160888672,747.8985595703125,4069.5205078125,258.00836181640625
2019-04-05,761.2545776367188,2678.703125,2715.89599609375,164.09019470214844,840.8970947265625,541.5953369140625,2482.547607421875,1758.6536865234375,274.87945556640625,1337.5244140625,646.37353515625,131.25146484375,187.0902099609375,750.5541381835938,4179.68798828125,261.0461120605469
2019-04-08,753.6640014648438,2670.933837890625,2725.115478515625,160.8441619873047,832.4777221679688,543.3546752929688,2452.634521484375,1741.7928466796875,273.1996765136719,1337.37841796875,655.015380859375,131.98171997070312,189.0440216064453,760.1141357421875,4156.19873046875,262.6396789550781
2019-04-09,762.453125,2737.816162109375,2714.860595703125,161.59686279296875,837.97509765625,554.1588745117188,2487.52490234375,1757.8082275390625,276.5126037597656,1338.8873291015625,655.8500366210938,132.32249450683594,189.0440216064453,762.3834228515625,4152.55810546875,272.6990661621094
2019-04-10,759.90625,2754.7587890625,2726.397216796875,158.86830139160156,839.2627563476562,544.5193481445312,2459.792724609375,1738.261474609375,275.01947021484375,1335.333740234375,658.2069702148438,131.05673217773438,189.32994079589844,763.107666015625,4120.48974609375,279.8701171875
2019-04-11,751.3668823242188,2802.311279296875,2772.49462890625,161.22052001953125,840.698974609375,539.6376342773438,2466.14501953125,1731.497314453125,276.6059265136719,1341.613525390625,660.6620483398438,132.37118530273438,186.75662231445312,754.1270141601562,4129.56640625,280.1689147949219
2019-04-12,763.4019165039062,2815.83740234375,2767.8603515625,167.83021545410156,845.3544311523438,536.96142578125,2502.931884765625,1727.6676025390625,285.33154296875,1324.9649658203125,666.01416015625,132.37118530273438,187.80502319335938,758.3759155273438,4155.84912109375,282.2604675292969
2019-04-15,761.9037475585938,2841.017578125,2753.809326171875,166.56002807617188,857.7853393554688,546.7744140625,2560.57763671875,1739.7039794921875,285.09820556640625,1321.0706787109375,670.92431640625,133.15013122558594,188.7581024169922,769.8189697265625,4214.4990234375,286.5431823730469
