Date,ASIANPAINT.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,HDFC.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,IOC.NS,JSWSTEEL.NS,KOTAKBANK.NS,MARUTI.NS,NESTLEIND.NS,RELIANCE.NS,SHREECEM.NS,TCS.NS,TITAN.NS,UPL.NS
2015-03-25,777.963134765625,350.4896545410156,165.25906372070312,1018.3531494140625,748.0401000976562,490.5009765625,813.3515014648438,266.4774169921875,421.98687744140625,55.57618713378906,69.30970764160156,660.8179321289062,3423.517333984375,6469.0439453125,395.2513732910156,10867.5966796875,1105.555908203125,378.3906555175781,264.8188781738281
2015-03-26,763.1448364257812,354.6161804199219,168.2607421875,1033.6378173828125,748.0401000976562,477.5537109375,794.5408325195312,258.9518127441406,408.15289306640625,55.212886810302734,67.4052734375,650.2820434570312,3373.036865234375,6288.4345703125,387.9534912109375,10866.7138671875,1079.499267578125,377.71221923828125,269.1698913574219
2015-03-27,748.7596435546875,334.0745544433594,165.45770263671875,1014.885498046875,748.0401000976562,481.2054748535156,781.1439208984375,264.5016784667969,418.7632141113281,54.73112869262695,69.46587371826172,647.1686401367188,3419.066162109375,6260.73681640625,379.7201232910156,10710.189453125,1080.229736328125,380.7164611816406,274.4669189453125
2015-03-30,776.952880859375,345.5214538574219,169.80563354492188,1018.7206420898438,748.0401000976562,491.7577209472656,791.008056640625,267.99066162109375,423.67919921875,55.99477005004883,69.4734878540039,653.4951171875,3467.273193359375,6379.19775390625,379.275634765625,10558.380859375,1101.423583984375,379.2628479003906,277.8399963378906
2015-03-31,780.6574096679688,348.98211669921875,178.9662628173828,1017.033935546875,748.0401000976562,485.02325439453125,801.5603637695312,265.2999267578125,421.8446350097656,58.22982406616211,69.05833435058594,654.1925048828125,3501.747802734375,6382.2763671875,386.40972900390625,10599.033203125,1097.042236328125,379.5050964355469,278.8180236816406
2015-04-01,790.6647338867188,356.96734619140625,177.50942993164062,1025.986083984375,748.0401000976562,490.0267028808594,810.6904296875,271.7331237792969,413.4006042480469,58.5378303527832,69.29447937011719,678.0040283203125,3451.8828125,6360.044921875,391.1112060546875,10681.9091796875,1092.188232421875,378.3421630859375,277.90338134765625
2015-04-06,793.3590087890625,355.63665771484375,177.04591369628906,1044.42724609375,748.0401000976562,489.4101257324219,833.1254272460938,270.134765625,414.209228515625,59.07487487792969,68.62031555175781,696.2112426757812,3436.966064453125,6542.12353515625,385.7782287597656,10669.4404296875,1094.1900634765625,391.13446044921875,283.95709228515625
2015-04-07,803.65478515625,359.1417236328125,175.63279724121094,1064.40478515625,748.0401000976562,489.7895812988281,838.1721801757812,266.8973693847656,410.6532287597656,58.79056167602539,71.42362213134766,690.856201171875,3409.452392578125,6575.287109375,389.61419677734375,10757.32421875,1110.3841552734375,394.0418701171875,298.42926025390625
2015-04-08,814.8648681640625,371.9183349609375,180.919677734375,1064.2445068359375,748.0401000976562,491.11749267578125,837.3463745117188,264.96417236328125,418.4596862792969,59.572425842285156,70.99703216552734,683.2593994140625,3436.729248046875,6473.0859375,405.0753479003906,10593.6328125,1134.6103515625,394.86553955078125,291.49298095703125
2015-04-09,820.9268188476562,361.31512451171875,179.19801330566406,1073.262451171875,748.0401000976562,500.86346435546875,850.1007690429688,269.58905029296875,421.2071228027344,59.23283386230469,72.57390594482422,712.650146484375,3465.61572265625,6523.4287109375,418.73529052734375,10891.755859375,1144.5587158203125,387.5971984863281,286.4476013183594
2015-04-10,826.9889526367188,365.5304870605469,181.0077667236328,1073.262451171875,748.0401000976562,494.48468017578125,856.8451538085938,267.6549377441406,424.810302734375,59.24072265625,72.51295471191406,708.5653686523438,3472.624267578125,6521.13232421875,423.0625305175781,10608.2646484375,1139.919677734375,388.1786804199219,292.21759033203125
2015-04-13,829.49072265625,377.7311706542969,180.64356994628906,1088.4810791015625,748.0401000976562,492.6588439941406,870.93017578125,266.4774169921875,425.7330322265625,59.54084014892578,71.78166198730469,720.122314453125,3471.29833984375,6521.17822265625,431.5532531738281,10249.359375,1140.6671142578125,402.0370178222656,299.34393310546875
2015-04-15,807.3593139648438,368.3697814941406,177.1121368408203,1104.6702880859375,748.0401000976562,489.2679138183594,857.6709594726562,264.8799743652344,420.9599609375,58.90903091430664,70.74945831298828,719.2755737304688,3485.552001953125,6493.4794921875,432.09124755859375,10343.6279296875,1128.75146484375,398.6451416015625,290.6095275878906
2015-04-16,791.1939086914062,370.8988342285156,176.78103637695312,1097.40478515625,748.0401000976562,488.3193664550781,856.202880859375,262.7774963378906,417.3370056152344,57.47953796386719,71.72834777832031,706.5726928710938,3483.32666015625,6455.26416015625,434.2899169921875,10262.9091796875,1109.4388427734375,393.7026672363281,284.9975280761719
2015-04-17,785.9497680664062,360.2057189941406,176.10763549804688,1083.17578125,748.0401000976562,482.91278076171875,860.3778686523438,260.7592468261719,414.4084777832031,56.768741607666016,72.84432983398438,690.7067260742188,3453.87158203125,6431.42578125,433.58819580078125,9857.9521484375,1063.073486328125,382.84857177734375,270.4620361328125
2015-04-20,778.3963012695312,356.96734619140625,177.35452270507812,1022.4240112304688,748.0401000976562,476.67626953125,838.1721801757812,261.6426086425781,405.4518737792969,56.776649475097656,73.3356704711914,682.9107666015625,3417.171875,6387.650390625,414.3145446777344,9869.046875,1043.2884521484375,382.75164794921875,258.4813232421875
2015-04-21,766.4163818359375,353.4178161621094,176.39431762695312,975.0721435546875,748.0401000976562,475.680419921875,801.1474609375,261.3901062011719,407.43951416015625,56.113224029541016,72.40250396728516,673.9938354492188,3305.5087890625,6327.61474609375,410.0106506347656,9820.0478515625,1042.5413818359375,380.1350402832031,267.9714660644531
2015-04-22,755.7838745117188,354.39385986328125,177.69683837890625,973.5361328125,748.0401000976562,480.4703369140625,832.3914794921875,263.1558532714844,406.5076904296875,57.4084587097168,73.16426086425781,678.6016845703125,3279.748046875,6313.10107421875,411.554443359375,9920.109375,1050.2904052734375,383.8661193847656,271.0617370605469
2015-04-23,756.6980590820312,354.7939758300781,177.14524841308594,1013.7734375,748.0401000976562,480.66009521484375,828.2623291015625,262.2308654785156,403.52215576171875,58.20611572265625,75.0763168334961,686.2234497070312,3309.58154296875,6346.76953125,410.2913513183594,10143.798828125,1055.5048828125,390.9891357421875,275.7278137207031
2015-04-24,742.21630859375,354.17254638671875,172.27818298339844,1008.1478271484375,748.0401000976562,477.31658935546875,816.1959838867188,259.20343017578125,379.4096984863281,56.200103759765625,72.87100219726562,681.5906372070312,3354.0478515625,6292.61474609375,411.1568298339844,9860.4052734375,1070.8912353515625,383.6722717285156,274.11981201171875
2015-04-27,716.6691284179688,346.9410705566406,161.63888549804688,976.0144653320312,748.0401000976562,476.8423156738281,795.22900390625,254.2001953125,377.4039001464844,55.220794677734375,71.43123626708984,665.9487915039062,3455.386962890625,6291.0986328125,409.47271728515625,9797.85546875,1073.9583740234375,374.5626220703125,281.1506042480469
2015-04-28,736.5392456054688,355.5921936035156,168.88978576660156,987.1151123046875,748.0401000976562,476.4154357910156,789.6775512695312,274.84381103515625,372.88720703125,55.513004302978516,72.00257110595703,668.5391845703125,3620.37158203125,6280.763671875,404.74786376953125,10070.248046875,1071.7242431640625,374.2234191894531,300.0684814453125
2015-04-29,725.9066162109375,343.7017822265625,166.85887145996094,1013.7547607421875,748.0401000976562,471.0089416503906,787.0166015625,277.6187438964844,372.93505859375,55.260276794433594,72.91287994384766,662.4368896484375,3566.955078125,6031.43798828125,397.6371765136719,10146.056640625,1068.4171142578125,370.0562438964844,295.5281982421875
2015-04-30,733.652587890625,338.1566162109375,168.80174255371094,1035.55078125,748.0401000976562,468.9458923339844,780.2722778320312,278.4595947265625,369.34027099609375,57.05306625366211,71.01227569580078,663.9810791015625,3528.73974609375,6038.00634765625,403.41455078125,10008.8779296875,1058.27978515625,370.97686767578125,309.401611328125
