Date,BAJFINANCE.NS,BAJAJFINSV.NS
2015-09-15,500.5973815917969,1857.3653564453125
2015-09-16,497.26007080078125,1837.5677490234375
2015-09-18,474.8359680175781,1829.638916015625
2015-09-21,471.9958801269531,1781.2176513671875
2015-09-22,461.046875,1780.020751953125
2015-09-23,463.2940673828125,1758.9766845703125
2015-09-24,465.5125427246094,1740.2762451171875
2015-09-28,461.1759338378906,1726.2138671875
2015-09-29,488.735107421875,1719.3819580078125
2015-09-30,490.6763000488281,1724.917236328125
2015-10-01,488.4100036621094,1757.929443359375
2015-10-05,497.97247314453125,1794.632080078125
2015-10-06,493.9418640136719,1777.2281494140625
2015-10-07,489.61004638671875,1768.55126953125
2015-10-08,482.0891418457031,1765.908203125
2015-10-09,477.7764587402344,1789.6949462890625
2015-10-12,474.6256103515625,1786.702880859375
2015-10-13,475.8926696777344,1753.541015625
2015-10-14,472.37841796875,1751.39697265625
2015-10-15,476.6289978027344,1742.0716552734375
2015-10-16,477.9342041015625,1765.609130859375
2015-10-19,479.6029357910156,1783.7608642578125
2015-10-20,507.8505859375,1819.3162841796875
2015-10-21,512.364013671875,1844.39990234375
2015-10-23,504.2358703613281,1824.5025634765625
2015-10-26,507.5684509277344,1900.500732421875
2015-10-27,508.8019714355469,1979.590576171875
2015-10-28,498.0394287109375,1973.6063232421875
2015-10-29,493.6263732910156,1958.8955078125
2015-10-30,499.38775634765625,1962.78515625
2015-11-02,499.4689636230469,1970.1656494140625
2015-11-03,502.3569030761719,1974.1551513671875
2015-11-04,511.1114196777344,1949.0716552734375
2015-11-05,509.2657470703125,1953.75927734375
2015-11-06,506.5595703125,1972.80859375
2015-11-09,511.22613525390625,1955.9034423828125
2015-11-10,510.8483581542969,1906.385009765625
2015-11-13,507.8314514160156,1922.2430419921875
2015-11-16,504.1451110839844,1908.03076171875
2015-11-17,500.157470703125,1917.605224609375
2015-11-18,504.4989318847656,1926.132568359375
2015-11-19,518.001220703125,1927.279541015625
2015-11-20,520.9894409179688,1929.5733642578125
2015-11-23,525.6320190429688,1954.6070556640625
2015-11-24,530.2219848632812,1967.572509765625
2015-11-26,530.76708984375,1969.9661865234375
2015-11-27,533.5259399414062,1963.2840576171875
2015-11-30,529.8585815429688,1917.056884765625
2015-12-01,535.864013671875,1985.873779296875
2015-12-02,532.88525390625,2034.4447021484375
2015-12-03,530.3511352539062,2021.1800537109375
2015-12-04,520.8795166015625,2004.324951171875
2015-12-07,523.7099609375,1926.980224609375
2015-12-08,529.4953002929688,1905.13818359375
2015-12-09,526.3635864257812,1869.0841064453125
2015-12-10,529.5478515625,1917.605224609375
2015-12-11,528.2904663085938,1895.6136474609375
2015-12-14,520.0044555664062,1900.4508056640625
2015-12-15,536.064697265625,1886.5379638671875
2015-12-16,536.2894897460938,1921.4451904296875
2015-12-17,548.5820922851562,1950.916748046875
2015-12-18,555.9451904296875,1915.959716796875
2015-12-21,561.3001708984375,1934.310791015625
2015-12-22,563.7530517578125,1925.9332275390625
2015-12-23,565.2877807617188,1930.8701171875
2015-12-24,564.274169921875,1921.6944580078125
2015-12-28,564.7952880859375,1916.906982421875
2015-12-29,572.4500732421875,1919.9490966796875
2015-12-30,571.283447265625,1941.142822265625
2015-12-31,574.7020874023438,1982.632568359375
2016-01-01,582.9161987304688,1978.54345703125
2016-01-04,578.76611328125,1954.3077392578125
2016-01-05,573.5450439453125,1940.8433837890625
2016-01-06,584.00634765625,1933.413330078125
2016-01-07,583.91552734375,1921.9437255859375
2016-01-08,603.82470703125,1995.099365234375
2016-01-11,603.0309448242188,1938.25048828125
2016-01-12,593.7171020507812,1952.31298828125
2016-01-13,581.1950073242188,1982.18359375
2016-01-14,581.008544921875,1943.7357177734375
2016-01-15,571.3887329101562,1900.4508056640625
2016-01-18,526.2440795898438,1827.0458984375
2016-01-19,539.7941284179688,1843.9010009765625
2016-01-20,539.2681884765625,1847.341796875
2016-01-21,549.0841064453125,1841.8565673828125
2016-01-22,556.6002197265625,1886.787109375
2016-01-25,560.0093383789062,1919.3505859375
2016-01-27,567.721435546875,1887.5350341796875
2016-01-28,552.3353271484375,1869.18408203125
2016-01-29,566.9038696289062,1856.717041015625
2016-02-01,574.0518188476562,1858.612060546875
2016-02-02,555.7156982421875,1813.2823486328125
2016-02-03,610.064208984375,1873.5723876953125
2016-02-04,606.635986328125,1875.8162841796875
2016-02-05,640.5304565429688,1903.542724609375
2016-02-08,636.8775024414062,1830.736083984375
2016-02-09,629.6004638671875,1779.4722900390625
2016-02-10,619.5167236328125,1784.85791015625
2016-02-11,590.8865966796875,1692.054443359375
2016-02-12,573.4398193359375,1696.5426025390625
2016-02-15,593.8270874023438,1718.8831787109375
2016-02-16,574.8407592773438,1699.2852783203125
2016-02-17,584.3601684570312,1696.6422119140625
2016-02-18,589.4283447265625,1716.3897705078125
2016-02-19,578.3501586914062,1668.6666259765625
2016-02-22,573.9849243164062,1625.9801025390625
2016-02-23,563.695556640625,1611.568359375
2016-02-24,555.9835205078125,1611.6678466796875
2016-02-25,550.12158203125,1596.109375
2016-02-26,555.43359375,1597.406005859375
2016-02-29,567.2528686523438,1607.6287841796875
2016-03-01,593.7219848632812,1685.8211669921875
2016-03-02,609.2178955078125,1713.4476318359375
2016-03-03,593.6119995117188,1670.760986328125
2016-03-04,605.7420043945312,1666.073486328125
2016-03-08,601.7735595703125,1665.3255615234375
2016-03-09,614.2764282226562,1673.7530517578125
2016-03-10,612.4691772460938,1683.3775634765625
2016-03-11,612.0388793945312,1641.6383056640625
2016-03-14,623.1649169921875,1640.5911865234375
2016-03-15,619.0911865234375,1657.1473388671875
2016-03-16,637.6025390625,1642.32080078125
2016-03-17,647.35986328125,1649.1099853515625
2016-03-18,652.3614501953125,1646.763916015625
2016-03-21,654.4860229492188,1646.9136962890625
2016-03-22,649.9171752929688,1661.8896484375
2016-03-23,676.1448364257812,1722.04345703125
2016-03-28,659.0302734375,1682.1572265625
2016-03-29,654.7565307617188,1664.2359619140625
2016-03-30,667.6416015625,1693.8385009765625
2016-03-31,681.057861328125,1708.365234375
2016-04-01,676.4694213867188,1743.9583740234375
2016-04-04,675.7021484375,1748.5009765625
2016-04-05,671.1629028320312,1746.0050048828125
2016-04-06,683.3595581054688,1762.6282958984375
2016-04-07,686.8070678710938,1761.0308837890625
2016-04-08,701.6495361328125,1747.1031494140625
2016-04-11,707.5216674804688,1775.158203125
2016-04-12,721.5181884765625,1775.70751953125
2016-04-13,730.8525390625,1818.289306640625
2016-04-18,719.3936157226562,1868.608642578125
2016-04-20,709.5084838867188,1878.742431640625
2016-04-21,687.190673828125,1843.448974609375
2016-04-22,685.6807861328125,1844.547119140625
2016-04-25,674.1431884765625,1838.207275390625
2016-04-26,688.9463500976562,1866.0128173828125
2016-04-27,683.1726684570312,1876.595947265625
2016-04-28,685.2825317382812,1839.455322265625
2016-04-29,671.708740234375,1872.3526611328125
2016-05-02,693.8053588867188,1937.7978515625
2016-05-03,687.09228515625,1944.68701171875
2016-05-04,684.0136108398438,1890.4237060546875
2016-05-05,703.8134155273438,1885.032470703125
2016-05-06,714.5297241210938,1870.15625
2016-05-09,725.7623901367188,1877.14501953125
2016-05-10,729.072265625,1855.8291015625
2016-05-11,736.0114135742188,1870.1063232421875
2016-05-12,754.4343872070312,1890.0244140625
2016-05-13,750.1064453125,1864.2657470703125
2016-05-16,764.3637084960938,1854.9307861328125
2016-05-17,763.1145629882812,1854.08203125
2016-05-18,761.5554809570312,1856.078857421875
2016-05-19,761.127685546875,1850.4876708984375
2016-05-20,764.3046875,1801.91552734375
2016-05-23,752.8162841796875,1803.263427734375
2016-05-24,750.0474243164062,1759.4334716796875
2016-05-25,721.6903076171875,1786.4901123046875
2016-05-26,733.6016845703125,1789.28564453125
2016-05-27,754.2129516601562,1832.7659912109375
2016-05-30,751.80810546875,1836.210693359375
2016-05-31,746.4327392578125,1817.740234375
2016-06-01,751.704833984375,1795.675537109375
2016-06-02,783.3914184570312,1848.44091796875
2016-06-03,776.9979858398438,1852.833984375
2016-06-06,764.6588134765625,1863.017578125
2016-06-07,756.1162719726562,1873.75048828125
2016-06-08,762.086669921875,1857.2269287109375
2016-06-09,759.234375,1837.4085693359375
2016-06-10,747.1065063476562,1809.2537841796875
2016-06-13,737.7575073242188,1769.0181884765625
2016-06-14,736.901611328125,1870.9051513671875
2016-06-15,752.5703735351562,1943.788330078125
2016-06-16,747.16552734375,2040.6832275390625
2016-06-17,740.6639404296875,2052.86376953125
2016-06-20,741.6179809570312,2004.640869140625
2016-06-21,748.12939453125,2009.8326416015625
2016-06-22,747.44091796875,2022.362548828125
2016-06-23,757.0653686523438,1999.6988525390625
2016-06-24,746.3638305664062,2074.3291015625
2016-06-27,756.9375,2178.41259765625
2016-06-28,757.0407104492188,2192.590087890625
2016-06-29,755.9736328125,2294.427001953125
2016-06-30,786.5537109375,2317.8896484375
2016-07-01,803.323974609375,2351.036376953125
2016-07-04,806.9780883789062,2347.9912109375
2016-07-05,803.5994262695312,2310.950439453125
2016-07-07,796.286376953125,2320.086181640625
2016-07-08,807.3174438476562,2302.3642578125
2016-07-11,842.6973876953125,2355.379150390625
2016-07-12,848.5646362304688,2425.2177734375
2016-07-13,843.4647827148438,2358.075439453125
2016-07-14,859.812744140625,2393.46875
2016-07-15,862.7779541015625,2426.316162109375
2016-07-18,872.75927734375,2456.617431640625
2016-07-19,857.125244140625,2494.357177734375
2016-07-20,856.8326416015625,2550.11767578125
2016-07-21,863.5513916015625,2604.530517578125
2016-07-22,876.4384765625,2595.69482421875
2016-07-25,890.9022827148438,2595.79443359375
2016-07-26,976.6539916992188,2710.710693359375
2016-07-27,971.2095947265625,2609.971923828125
2016-07-28,1023.10986328125,2660.790771484375
2016-07-29,1028.6534423828125,2719.54638671875
2016-08-01,1113.2943115234375,2824.228759765625
2016-08-02,1085.31884765625,2721.7431640625
2016-08-03,992.2483520507812,2641.27197265625
2016-08-04,988.6881713867188,2664.3349609375
2016-08-05,1001.0842895507812,2665.43310546875
2016-08-08,995.0945434570312,2637.82763671875
2016-08-09,1009.5236206054688,2600.586669921875
2016-08-10,991.5244140625,2691.191650390625
2016-08-11,992.4169311523438,2756.137939453125
2016-08-12,1007.0048217773438,2766.421630859375
2016-08-16,1011.8838500976562,2745.804443359375
2016-08-17,1012.3995971679688,2712.4580078125
2016-08-18,1005.0411987304688,2707.365966796875
2016-08-19,1009.8508911132812,2694.58642578125
2016-08-22,1008.1649780273438,2713.656005859375
2016-08-23,995.7291870117188,2678.11279296875
2016-08-24,997.0084838867188,2707.06640625
2016-08-25,1020.4124145507812,2683.95361328125
2016-08-26,1039.383544921875,2803.51220703125
2016-08-29,1065.435302734375,2811.39892578125
2016-08-30,1068.7872314453125,2839.95361328125
2016-08-31,1091.9630126953125,2962.5576171875
2016-09-01,1106.8087158203125,3025.706787109375
2016-09-02,1104.7261962890625,3047.621337890625
2016-09-06,1117.2215576171875,3068.587646484375
2016-09-07,1129.8656005859375,3052.463623046875
2016-09-08,1153.1407470703125,3124.3984375
2016-09-09,1143.9676513671875,3029.55029296875
2016-09-12,1085.308837890625,2938.196533203125
2016-09-14,1091.9036865234375,2898.759765625
2016-09-15,1089.8704833984375,2961.409423828125
2016-09-16,1078.8131103515625,2890.423095703125
2016-09-19,1066.96240234375,2959.262939453125
2016-09-20,1066.1195068359375,3091.25146484375
2016-09-21,1061.359375,3169.87548828125
2016-09-22,1118.5799560546875,3248.998779296875
2016-09-23,1117.1422119140625,3289.384033203125
2016-09-26,1113.4730224609375,3281.74658203125
2016-09-27,1089.4739990234375,3267.41943359375
2016-09-28,1096.91162109375,3229.47998046875
2016-09-29,1028.534423828125,3100.736083984375
2016-09-30,1047.128662109375,3064.64404296875
2016-10-03,1077.6728515625,3189.544189453125
2016-10-04,1074.7474365234375,3194.73583984375
2016-10-05,1065.326171875,3149.60791015625
2016-10-06,1068.30126953125,3154.400390625
2016-10-07,1073.507568359375,3144.816162109375
2016-10-10,1065.028564453125,3114.91357421875
2016-10-13,1045.19482421875,3112.617431640625
2016-10-14,1052.4837646484375,3169.87548828125
2016-10-17,1069.887939453125,3191.890625
2016-10-18,1108.068115234375,3320.68408203125
2016-10-19,1109.5556640625,3355.827880859375
2016-10-20,1112.0845947265625,3331.966064453125
2016-10-21,1124.87744140625,3270.165283203125
2016-10-24,1119.5716552734375,3215.80224609375
2016-10-25,1132.2156982421875,3243.408203125
2016-10-26,1138.8603515625,3322.631103515625
2016-10-27,1095.6224365234375,3262.82666015625
2016-10-28,1063.640380859375,3377.792724609375
2016-11-01,1051.9879150390625,3453.371826171875
2016-11-02,1011.3781127929688,3367.159912109375
2016-11-03,1022.2867431640625,3342.3994140625
2016-11-04,984.89990234375,3191.5908203125
2016-11-07,982.1727905273438,3136.42919921875
2016-11-08,975.5285034179688,3067.139892578125
2016-11-09,921.4315795898438,3027.60302734375
2016-11-10,921.481201171875,3084.51220703125
2016-11-11,850.9718017578125,3017.0205078125
2016-11-15,808.2794189453125,2823.33056640625
2016-11-16,892.3253173828125,2919.776123046875
2016-11-17,863.9133911132812,2913.486083984375
2016-11-18,871.1031494140625,2938.495849609375
2016-11-21,825.2869873046875,2841.15185546875
2016-11-22,850.87255859375,2896.91259765625
2016-11-23,843.1869506835938,2926.46533203125
2016-11-24,813.8825073242188,2944.736083984375
2016-11-25,870.6073608398438,2965.402587890625
2016-11-28,871.946044921875,2937.197998046875
2016-11-29,899.7135009765625,2933.404052734375
2016-11-30,912.1591796875,2985.221435546875
2016-12-01,906.6057739257812,2934.602294921875
2016-12-02,879.1358642578125,2972.890625
2016-12-05,894.7549438476562,3026.804443359375
2016-12-06,890.58984375,2994.206787109375
2016-12-07,883.6480712890625,2952.4736328125
2016-12-08,903.9777221679688,2990.6123046875
2016-12-09,888.9039916992188,2992.359375
2016-12-12,836.5922241210938,2970.494873046875
2016-12-13,829.7991333007812,2870.20556640625
2016-12-14,841.6994018554688,2771.313720703125
2016-12-15,846.7074584960938,2706.41748046875
2016-12-16,843.732421875,2825.27734375
2016-12-19,816.064208984375,2728.43212890625
2016-12-20,799.106201171875,2690.343017578125
2016-12-21,782.049072265625,2655.64892578125
2016-12-22,759.0418090820312,2546.0244140625
2016-12-23,802.2300415039062,2616.2119140625
2016-12-26,803.2713012695312,2613.666259765625
2016-12-27,803.0234985351562,2739.1650390625
2016-12-28,813.3866577148438,2796.273681640625
2016-12-29,826.4273071289062,2867.609375
2016-12-30,835.2037963867188,2890.223388671875
2017-01-02,862.822509765625,2944.935546875
2017-01-03,876.6566162109375,3011.82861328125
2017-01-04,864.6572265625,2956.117919921875
2017-01-05,892.2757568359375,3013.625732421875
2017-01-06,871.1527099609375,2973.789306640625
2017-01-09,870.9544067382812,2987.866943359375
2017-01-10,892.2757568359375,3005.339111328125
2017-01-11,888.7056884765625,3013.675537109375
2017-01-12,883.7968139648438,3013.775634765625
2017-01-13,892.5732421875,3014.774169921875
2017-01-16,910.07666015625,3007.785400390625
2017-01-17,906.7545166015625,3014.87353515625
2017-01-18,922.6216430664062,3041.780517578125
2017-01-19,918.6051635742188,3149.7080078125
2017-01-20,900.1597290039062,3059.10302734375
2017-01-23,921.9274291992188,3058.5537109375
2017-01-24,922.0265502929688,3123.799560546875
2017-01-25,991.5442504882812,3164.6337890625
2017-01-27,987.5774536132812,3164.33447265625
2017-01-30,1046.0379638671875,3200.32666015625
2017-01-31,1028.28662109375,3240.662353515625
2017-02-01,1057.29345703125,3323.080322265625
2017-02-02,1045.3931884765625,3456.56689453125
2017-02-03,1038.649658203125,3414.484130859375
2017-02-06,1064.78076171875,3716.0009765625
2017-02-07,1052.1365966796875,3685.350341796875
2017-02-08,1040.732177734375,3657.1455078125
2017-02-09,1032.2037353515625,3571.282958984375
2017-02-10,1046.682373046875,3625.146484375
2017-02-13,1050.1531982421875,3631.43701171875
2017-02-14,1050.6988525390625,3587.15771484375
2017-02-15,1031.7574462890625,3622.55078125
2017-02-16,1085.25927734375,3665.33251953125
2017-02-17,1080.4495849609375,3679.609619140625
2017-02-20,1086.79638671875,3635.929931640625
2017-02-21,1086.79638671875,3618.307861328125
2017-02-22,1067.3095703125,3744.206298828125
2017-02-23,1059.326416015625,3841.05126953125
2017-02-27,1082.5321044921875,3830.468017578125
2017-02-28,1098.9940185546875,3907.89404296875
2017-03-01,1066.9129638671875,3917.578857421875
2017-03-02,1040.0380859375,3869.305908203125
2017-03-03,1037.558837890625,3755.737548828125
2017-03-06,1025.361083984375,3811.5986328125
2017-03-07,1043.65771484375,3799.018798828125
2017-03-08,1072.218505859375,3825.925537109375
2017-03-09,1078.16845703125,3798.76904296875
2017-03-10,1085.4080810546875,3819.934814453125
2017-03-14,1117.340576171875,3924.967041015625
2017-03-15,1125.1253662109375,3932.35498046875
2017-03-16,1153.8348388671875,4033.59326171875
2017-03-17,1149.6697998046875,3962.75634765625
2017-03-20,1162.809814453125,3959.4619140625
2017-03-21,1164.7930908203125,4050.965087890625
2017-03-22,1150.0662841796875,4101.28466796875
2017-03-23,1175.89990234375,4141.86962890625
2017-03-24,1167.272216796875,4122.75048828125
2017-03-27,1175.15625,4038.335205078125
2017-03-28,1184.8251953125,4084.2119140625
2017-03-29,1170.94140625,4056.156982421875
2017-03-30,1171.239013671875,4054.110107421875
2017-03-31,1161.3717041015625,4091.849609375
2017-04-03,1171.93310546875,4091.699951171875
2017-04-05,1163.35498046875,4122.201171875
2017-04-06,1188.1473388671875,4171.67236328125
2017-04-07,1191.6181640625,4219.44580078125
2017-04-10,1230.443115234375,4366.0107421875
2017-04-11,1245.5167236328125,4367.85791015625
2017-04-12,1255.681640625,4495.7529296875
2017-04-13,1263.3177490234375,4604.52880859375
2017-04-17,1249.0869140625,4486.2685546875
2017-04-18,1225.7822265625,4362.41650390625
2017-04-19,1232.624755859375,4333.11328125
2017-04-20,1241.5997314453125,4348.43896484375
2017-04-21,1236.591552734375,4297.1708984375
2017-04-24,1261.1854248046875,4364.76318359375
2017-04-25,1330.554443359375,4517.119140625
2017-04-26,1298.8203125,4526.95263671875
2017-04-27,1275.0196533203125,4517.5185546875
2017-04-28,1265.5986328125,4568.33740234375
2017-05-02,1258.0616455078125,4558.85205078125
2017-05-03,1259.54931640625,4555.60693359375
2017-05-04,1285.779541015625,4562.296875
2017-05-05,1263.664794921875,4421.322265625
2017-05-08,1261.43359375,4413.88427734375
2017-05-09,1275.4163818359375,4371.4521484375
2017-05-10,1315.9766845703125,4384.431640625
2017-05-11,1328.571044921875,4488.6142578125
2017-05-12,1303.828369140625,4388.52490234375
2017-05-15,1321.877197265625,4543.67626953125
2017-05-16,1336.55419921875,4560.2001953125
2017-05-17,1313.794921875,4479.57861328125
2017-05-18,1303.630126953125,4312.0966796875
2017-05-19,1278.441162109375,4163.23583984375
2017-05-22,1231.8314208984375,3957.8642578125
2017-05-23,1223.501220703125,3976.68408203125
2017-05-24,1214.1793212890625,3947.630615234375
2017-05-25,1248.3927001953125,3990.7119140625
2017-05-26,1306.8531494140625,4000.945068359375
2017-05-29,1296.5889892578125,3991.66015625
2017-05-30,1310.57177734375,4147.85986328125
2017-05-31,1315.9268798828125,4185.30029296875
2017-06-01,1316.32373046875,4198.87841796875
2017-06-02,1349.9420166015625,4298.91845703125
2017-06-05,1351.7767333984375,4297.87060546875
2017-06-06,1325.54638671875,4237.31689453125
2017-06-07,1331.9925537109375,4247.3505859375
2017-06-08,1350.3883056640625,4273.1591796875
2017-06-09,1365.4124755859375,4235.42041015625
2017-06-12,1353.611328125,4146.0126953125
2017-06-13,1360.10693359375,4170.1748046875
2017-06-14,1349.6943359375,4121.80126953125
2017-06-15,1393.5765380859375,4091.849609375
2017-06-16,1398.584716796875,4192.98779296875
2017-06-19,1388.221435546875,4235.669921875
2017-06-20,1397.8905029296875,4257.5849609375
2017-06-21,1404.8819580078125,4261.57763671875
2017-06-22,1390.1552734375,4213.25537109375
2017-06-23,1389.114013671875,4094.744384765625
2017-06-27,1338.7359619140625,4029.599365234375
2017-06-28,1360.9498291015625,4101.583984375
2017-06-29,1364.8671875,4092.19921875
2017-06-30,1361.6937255859375,4112.1171875
2017-07-03,1375.6268310546875,4124.0986328125
2017-07-04,1368.090087890625,4126.0947265625
2017-07-05,1386.9322509765625,4142.6181640625
2017-07-06,1391.25732421875,4146.6142578125
2017-07-07,1383.7008056640625,4111.05615234375
2017-07-10,1404.6796875,4098.17041015625
2017-07-11,1411.0428466796875,4118.34716796875
2017-07-12,1435.402099609375,4224.32177734375
2017-07-13,1477.359375,4359.41259765625
2017-07-14,1490.781982421875,4394.72119140625
2017-07-17,1529.6571044921875,4441.06640625
2017-07-18,1503.657470703125,4414.34814453125
2017-07-19,1532.9879150390625,4559.12744140625
2017-07-20,1586.180419921875,4673.79248046875
2017-07-21,1612.031005859375,4904.62060546875
2017-07-24,1588.2186279296875,4944.1240234375
2017-07-25,1618.1456298828125,4952.6640625
2017-07-26,1677.4527587890625,4949.61767578125
2017-07-27,1669.697509765625,4928.642578125
2017-07-28,1691.5711669921875,4920.50146484375
2017-07-31,1693.3111572265625,4985.974609375
2017-08-01,1706.385498046875,5061.28564453125
2017-08-02,1697.387451171875,4996.46240234375
2017-08-03,1691.9688720703125,5109.029296875
2017-08-04,1713.5440673828125,5301.90185546875
2017-08-07,1787.81494140625,5426.6552734375
2017-08-08,1769.5704345703125,5329.8193359375
