Date,ADANIPORTS.NS,EICHERMOT.NS,HINDALCO.NS,SBIN.NS,TATASTEEL.NS,VEDL.NS,ZEEL.NS
2015-04-30,308.930419921875,14657.7685546875,123.98109436035156,260.5770568847656,306.0423278808594,150.73915100097656,300.8581848144531
2015-05-04,337.7756652832031,14795.744140625,128.36764526367188,267.72540283203125,307.14593505859375,152.5708770751953,309.4389953613281
2015-05-05,333.3977966308594,15008.8818359375,134.34500122070312,262.7988586425781,322.81536865234375,162.84280395507812,304.28082275390625
2015-05-06,322.2099304199219,14550.380859375,132.80245971679688,256.3749694824219,312.2421569824219,158.1378173828125,301.29205322265625
2015-05-07,314.03790283203125,14286.6845703125,129.4763641357422,252.07632446289062,311.9444580078125,156.70120239257812,298.8817138671875
2015-05-08,326.00408935546875,15226.6513671875,133.95932006835938,253.04232788085938,311.4354248046875,156.55752563476562,298.3514709472656
2015-05-11,334.71112060546875,16278.7333984375,137.3818359375,266.6628112792969,320.2677001953125,165.4287567138672,306.3055419921875
2015-05-12,325.80950927734375,16555.6484375,132.6578369140625,258.3069763183594,300.3096008300781,156.77301025390625,297.435546875
2015-05-13,331.2088928222656,17453.93359375,128.70509338378906,264.9723205566406,305.3203125,156.70120239257812,294.25390625
2015-05-14,324.8852844238281,17537.4921875,132.51321411132812,271.3962097167969,311.1805114746094,154.25892639160156,292.61480712890625
2015-05-15,320.0696105957031,18064.11328125,132.0793914794922,277.6751708984375,309.22650146484375,151.09832763671875,290.252685546875
2015-05-18,330.1387634277344,17944.27734375,134.10397338867188,279.89697265625,309.2693176269531,151.67295837402344,300.327880859375
2015-05-19,330.6251220703125,17610.14453125,134.9234161376953,278.64117431640625,312.8367919921875,154.4744110107422,304.66650390625
2015-05-20,333.7382507324219,17877.4140625,133.95932006835938,282.6500549316406,306.8490905761719,155.19273376464844,306.98040771484375
2015-05-21,338.94305419921875,17766.26171875,134.10397338867188,280.37994384765625,290.6697692871094,150.12857055664062,305.91986083984375
2015-05-22,340.5533752441406,18039.798828125,131.98297119140625,272.84521484375,289.8630065917969,148.1173095703125,307.9927978515625
2015-05-25,334.64892578125,18499.6484375,129.66917419433594,268.2084045410156,281.96502685546875,143.2327423095703,308.5711975097656
2015-05-26,336.9424133300781,18244.83203125,129.4763641357422,267.72540283203125,282.6861877441406,140.1439666748047,307.8481140136719
2015-05-27,330.74517822265625,17717.822265625,128.75331115722656,271.2030029296875,278.69525146484375,137.62985229492188,308.5230407714844
2015-05-28,324.9871520996094,17354.169921875,126.87334442138672,271.5453796386719,275.76519775390625,141.3291778564453,306.7394104003906
2015-05-29,316.0573425292969,18232.3828125,124.60773468017578,272.0833435058594,278.99212646484375,141.1136932373047,312.1385803222656
2015-06-01,304.0533142089844,18118.048828125,123.74008178710938,272.1322937011719,279.9691162109375,142.01158142089844,308.7640686035156
2015-06-02,301.7110290527344,17507.580078125,118.8232421875,260.4429016113281,273.2594299316406,139.8925323486328,315.70587158203125
2015-06-03,290.097412109375,17551.96484375,117.56993103027344,251.78594970703125,268.5883483886719,135.25938415527344,311.41546630859375
2015-06-04,303.71173095703125,16703.46484375,116.94327545166016,251.98158264160156,261.62451171875,132.31430053710938,313.68115234375
2015-06-05,303.8092956542969,16780.556640625,115.83458709716797,252.17721557617188,264.2141418457031,131.30865478515625,324.5276794433594
2015-06-08,294.8794860839844,16675.197265625,113.95462799072266,249.38938903808594,256.69854736328125,127.17829895019531,320.0926818847656
2015-06-09,299.173583984375,16507.599609375,115.78636932373047,251.98158264160156,258.8210144042969,131.12905883789062,316.13970947265625
2015-06-10,305.4196472167969,16974.49609375,115.97920227050781,254.91616821289062,259.8826904296875,132.88893127441406,322.4065856933594
2015-06-11,296.928955078125,16638.33984375,114.918701171875,248.46009826660156,253.682861328125,135.04391479492188,321.00860595703125
2015-06-12,304.54119873046875,16792.521484375,112.55670928955078,248.41119384765625,252.70675659179688,132.02696228027344,321.7317199707031
2015-06-15,302.58935546875,17393.921875,110.1947021484375,244.79188537597656,252.23968505859375,130.26710510253906,327.0826721191406
2015-06-16,305.66357421875,17803.408203125,110.86955261230469,249.04701232910156,250.07347106933594,128.21986389160156,332.62640380859375
2015-06-17,303.5165100097656,18611.09375,114.29205322265625,249.53611755371094,259.075927734375,124.01770782470703,338.5076599121094
2015-06-18,303.5165100097656,18810.626953125,115.68997192382812,252.47068786621094,257.9295959472656,124.41277313232422,334.5546875
2015-06-19,297.2705383300781,18761.900390625,116.46123504638672,254.47596740722656,258.9913024902344,125.5979995727539,327.90216064453125
2015-06-22,303.5653076171875,18722.919921875,116.84687042236328,260.1983947753906,263.83258056640625,126.81916046142578,332.9638671875
2015-06-23,308.44500732421875,18599.416015625,117.23249816894531,261.91021728515625,265.8703918457031,126.74729919433594,333.1566467285156
2015-06-24,304.0533142089844,18451.501953125,113.03874206542969,256.62799072265625,258.6516418457031,126.49590301513672,342.46063232421875
2015-06-25,305.02923583984375,18799.046875,113.76180267333984,259.0245361328125,257.080078125,129.010009765625,345.6903991699219
2015-06-26,303.71173095703125,18874.3046875,112.79771423339844,259.41583251953125,253.64096069335938,125.5979995727539,346.3653259277344
2015-06-29,299.2712097167969,18620.0625,108.7967758178711,253.98687744140625,251.64503479003906,124.05363464355469,343.3764953613281
2015-06-30,300.4911193847656,18898.42578125,107.88089752197266,257.0192565917969,258.6944580078125,125.09516143798828,354.705078125
2015-07-01,303.8092956542969,19637.125,108.9896011352539,261.91021728515625,260.6903076171875,126.42407989501953,350.7521057128906
2015-07-02,308.44500732421875,20510.708984375,107.06143188476562,262.0080261230469,258.4814147949219,124.6642074584961,355.8620300292969
2015-07-03,313.0806884765625,19563.12109375,106.6275863647461,263.5242004394531,255.80621337890625,124.1908950805664,356.1512756347656
2015-07-06,312.3975524902344,19619.759765625,105.13326263427734,264.8936767578125,253.9378204345703,120.64675903320312,360.297119140625
2015-07-07,325.0359191894531,19647.060546875,103.30150604248047,266.9478759765625,253.25852966308594,117.06575775146484,354.4158630371094
2015-07-08,312.934326171875,19762.84375,98.19185638427734,261.5189208984375,240.4764404296875,107.57794189453125,343.0872802734375
2015-07-09,307.5666809082031,19915.869140625,100.2646484375,261.91021728515625,238.22650146484375,102.55714416503906,342.5050964355469
2015-07-10,309.4697570800781,20035.416015625,100.84307861328125,264.64910888671875,238.5660858154297,107.94711303710938,350.41278076171875
2015-07-13,313.6662902832031,20416.6328125,102.81947326660156,267.7304382324219,241.58091735839844,108.94388580322266,362.6382141113281
2015-07-14,308.2986145019531,20043.91015625,100.84307861328125,262.35040283203125,238.77828979492188,107.24567413330078,363.36590576171875
2015-07-15,311.9583740234375,19990.263671875,101.75897979736328,262.20367431640625,238.14089965820312,107.4302749633789,364.4332275390625
2015-07-16,319.033935546875,20338.09765625,102.86766052246094,266.2631530761719,238.4805450439453,106.06432342529297,370.8370361328125
2015-07-17,321.37615966796875,20359.224609375,103.3497085571289,265.1871337890625,241.2412872314453,107.4671859741211,366.08258056640625
2015-07-20,320.8882141113281,20501.447265625,105.47069549560547,261.61676025390625,240.81607055664062,105.73204803466797,367.3924865722656
2015-07-21,314.88616943359375,20598.125,104.21739196777344,258.5354309082031,233.3004913330078,100.67435455322266,375.6883544921875
2015-07-22,316.6916809082031,20367.91015625,103.83174133300781,262.6927490234375,238.14089965820312,100.48976135253906,395.14227294921875
2015-07-23,323.3768310546875,19816.490234375,104.79582977294922,264.1600341796875,236.30027770996094,100.04673767089844,383.4989929199219
2015-07-24,316.1061096191406,19407.00390625,105.42247772216797,257.5083312988281,232.05381774902344,97.7947769165039,379.423828125
2015-07-27,306.39556884765625,18668.017578125,100.65028381347656,252.81304931640625,219.53419494628906,94.8782730102539,381.3158874511719
2015-07-28,305.9075927734375,18814.1953125,101.71076202392578,253.5467071533203,218.2210235595703,94.98902893066406,380.442626953125
2015-07-29,307.1275329589844,18569.892578125,102.72305297851562,248.06883239746094,219.35867309570312,96.28114318847656,388.5928955078125
2015-07-30,310.6896667480469,18359.263671875,100.93949890136719,251.1990203857422,217.25796508789062,95.87506103515625,387.81671142578125
2015-07-31,317.1796569824219,18401.0390625,101.42154693603516,264.1600341796875,216.16351318359375,96.17039489746094,386.94342041015625
2015-08-03,322.74249267578125,18412.521484375,101.90357971191406,274.92010498046875,217.08245849609375,93.73383331298828,386.846435546875
2015-08-04,330.9892272949219,19469.046875,105.32608032226562,282.3054504394531,224.39263916015625,94.10301208496094,391.212646484375
2015-08-05,331.6723327636719,19843.892578125,104.36199188232422,279.17523193359375,229.64620971679688,94.28759002685547,402.1766662597656
2015-08-06,338.4062805175781,19849.39453125,104.79582977294922,282.74560546875,228.50765991210938,93.47540283203125,402.7102966308594
2015-08-07,331.3795471191406,19906.609375,105.61530303955078,275.1646423339844,229.427490234375,95.46896362304688,398.19854736328125
2015-08-10,330.40362548828125,19648.990234375,103.92816162109375,276.58306884765625,228.63906860351562,94.3614501953125,397.42236328125
2015-08-11,323.8160400390625,19454.666015625,99.54158020019531,262.9372863769531,216.07528686523438,91.22344207763672,402.4677429199219
2015-08-12,323.8160400390625,19151.703125,92.45556640625,250.75885009765625,218.04550170898438,84.06140899658203,389.6601867675781
2015-08-13,326.6462707519531,19203.322265625,87.53875732421875,253.6444854736328,204.5186767578125,76.34564208984375,388.88397216796875
2015-08-14,354.9972229003906,19876.697265625,89.80433654785156,262.6438293457031,208.02076721191406,79.07754516601562,407.3190612792969
2015-08-17,349.6783447265625,19938.64453125,87.3941421508789,273.64849853515625,216.03208923339844,77.5270004272461,396.937255859375
2015-08-18,354.7044677734375,20208.609375,85.70697784423828,278.58831787109375,220.9346466064453,75.93953704833984,394.26898193359375
2015-08-19,356.70513916015625,20489.287109375,83.05575561523438,271.9366455078125,218.70254516601562,75.68112182617188,393.73529052734375
2015-08-20,359.6817626953125,20279.044921875,81.89884185791016,264.64910888671875,211.47967529296875,72.80154418945312,382.7712707519531
2015-08-21,356.2659606933594,19745.671875,82.91114044189453,261.6656494140625,207.7147674560547,69.84813690185547,371.8072509765625
2015-08-24,326.5487060546875,17932.41015625,75.82514190673828,240.04766845703125,180.44241333007812,59.88037109375,348.03564453125
2015-08-25,336.50323486328125,18041.822265625,77.56047821044922,247.8242950439453,186.8777618408203,63.793636322021484,354.5849609375
2015-08-26,339.4798583984375,17914.560546875,77.51228332519531,240.34112548828125,188.80386352539062,63.16604232788086,357.88385009765625
2015-08-27,347.970458984375,18111.96875,77.75330352783203,244.00933837890625,198.21566772460938,67.30081939697266,359.969970703125
2015-08-28,353.9236755371094,18254.3828125,78.71737670898438,243.52024841308594,200.44778442382812,71.28791809082031,376.27044677734375
2015-08-31,346.8970031738281,18346.623046875,77.17485809326172,241.9551544189453,197.33990478515625,72.83845520019531,373.3596496582031
2015-09-01,334.0145568847656,17617.673828125,73.22210693359375,233.88507080078125,189.37269592285156,69.9588851928711,360.6006164550781
2015-09-02,326.4998474121094,17731.427734375,71.67957305908203,225.5215606689453,192.17454528808594,69.47895050048828,350.26727294921875
2015-09-03,331.2331237792969,17736.736328125,74.42721557617188,227.18447875976562,201.1480255126953,72.54312133789062,357.0106506347656
2015-09-04,331.1843566894531,17538.939453125,71.24574279785156,220.2393341064453,191.64891052246094,68.85137176513672,349.68505859375
2015-09-07,314.88616943359375,16829.958984375,69.92637634277344,216.27767944335938,188.97845458984375,66.34095764160156,349.68505859375
2015-09-08,309.908935546875,16628.59375,71.0502700805664,223.3695526123047,200.27317810058594,69.03594970703125,358.90264892578125
2015-09-09,316.2524719238281,17335.93359375,76.81639862060547,226.59756469726562,209.68405151367188,73.76140594482422,373.60223388671875
2015-09-10,318.3507995605469,17846.921875,74.76405334472656,222.48916625976562,210.2969970703125,73.65065002441406,380.442626953125
2015-09-11,315.1789855957031,18218.5859375,74.37312316894531,225.08139038085938,203.94985961914062,71.62018585205078,380.3456115722656
2015-09-14,322.01055908203125,18174.58984375,76.8652572631836,230.11904907226562,211.69834899902344,74.79509735107422,383.450439453125
2015-09-15,324.0112609863281,17923.533203125,74.51972961425781,227.82029724121094,200.1417694091797,71.25100708007812,382.2861328125
2015-09-16,326.15826416015625,17306.697265625,75.49703216552734,231.63523864746094,201.80503845214844,73.0230484008789,384.1296691894531
2015-09-18,331.52593994140625,17593.6484375,74.17766571044922,236.72183227539062,199.70343017578125,73.0599594116211,386.7978820800781
2015-09-21,324.8895568847656,17828.876953125,76.32774353027344,239.90093994140625,198.25885009765625,72.65387725830078,389.7572326660156
2015-09-22,311.421630859375,17690.6171875,71.53892517089844,232.76016235351562,192.69924926757812,68.18684387207031,378.2595520019531
2015-09-23,303.3701477050781,17612.943359375,71.29460144042969,234.6187286376953,193.48770141601562,70.1803970336914,375.8338623046875
2015-09-24,294.5867004394531,17151.546875,69.77977752685547,233.836181640625,188.3655242919922,70.58648681640625,382.8197937011719
2015-09-28,299.8079833984375,16675.29296875,68.9490737915039,234.22744750976562,183.20016479492188,67.33773803710938,372.2438659667969
2015-09-29,290.2437744140625,16827.837890625,66.65238952636719,236.62400817871094,176.327392578125,63.64598083496094,379.4723815917969
2015-09-30,291.8052978515625,17166.40625,69.19340515136719,231.97760009765625,186.1334228515625,62.538448333740234,380.7822570800781
2015-10-01,297.70965576171875,17643.7265625,69.29112243652344,230.02122497558594,185.82650756835938,61.57858657836914,388.6899108886719
2015-10-05,310.20172119140625,18113.12890625,72.3207778930664,234.7654571533203,196.9897918701172,62.427703857421875,390.678955078125
2015-10-06,308.2010192871094,17975.53515625,73.29808807373047,234.86326599121094,199.1787109375,63.27679443359375,387.13751220703125
2015-10-07,306.9811096191406,18240.873046875,80.04151916503906,238.238037109375,207.32052612304688,67.00547790527344,387.5256042480469
2015-10-08,313.03192138671875,18010.369140625,80.48129272460938,237.9934844970703,210.82261657714844,68.59294128417969,385.7305908203125
2015-10-09,310.8848571777344,17674.501953125,82.04498291015625,238.14019775390625,219.84019470214844,76.49330139160156,389.5146789550781
2015-10-12,313.03192138671875,17350.5,86.63833618164062,239.21620178222656,219.62147521972656,81.8832778930664,389.36907958984375
2015-10-13,315.7645263671875,17194.09765625,84.195068359375,238.48257446289062,214.4993133544922,79.5574722290039,389.36907958984375
2015-10-14,316.6916809082031,17541.3515625,86.5894775390625,238.92276000976562,217.43255615234375,79.66822052001953,375.1061706542969
2015-10-15,321.08343505859375,17667.748046875,85.80763244628906,243.52024841308594,223.47369384765625,80.66499328613281,406.3003234863281
2015-10-16,315.52056884765625,17644.009765625,85.7587661743164,251.1990203857422,221.50347900390625,80.22198486328125,410.860595703125
2015-10-19,310.0553283691406,17600.306640625,84.78144836425781,248.94918823242188,217.4766845703125,79.8528060913086,417.55548095703125
2015-10-20,302.39422607421875,17523.017578125,82.53363800048828,249.29156494140625,210.82261657714844,74.75817108154297,422.6978454589844
2015-10-21,306.6395263671875,17570.681640625,83.60869598388672,244.35171508789062,213.97459411621094,77.60083770751953,421.1939392089844
2015-10-23,306.5907287597656,17520.603515625,83.16889190673828,247.87318420410156,215.3750457763672,75.42269897460938,419.3019104003906
2015-10-26,308.73779296875,17304.669921875,83.46209716796875,245.77008056640625,218.57113647460938,77.41624450683594,412.3160095214844
2015-10-27,303.8092956542969,17039.240234375,82.48477935791016,243.37351989746094,215.33184814453125,77.37932586669922,412.1704406738281
2015-10-28,293.4155578613281,16781.138671875,82.58251190185547,236.770751953125,216.38221740722656,77.56391906738281,408.28936767578125
2015-10-29,292.87884521484375,16806.607421875,81.36087799072266,231.78196716308594,216.77642822265625,79.07754516601562,403.3410339355469
2015-10-30,289.1214599609375,17118.93359375,82.14273071289062,231.8798065185547,215.90069580078125,76.29150390625,396.50054931640625
2015-11-02,288.43829345703125,17343.74609375,79.11307525634766,231.73306274414062,209.15931701660156,74.0016098022461,400.6242370605469
2015-11-03,284.1929626464844,17377.904296875,80.48129272460938,230.8037872314453,206.3574676513672,75.10839080810547,402.5647888183594
2015-11-04,282.4851379394531,17143.826171875,79.99264526367188,233.78726196289062,206.09466552734375,75.3373794555664,402.8073425292969
2015-11-05,277.2638244628906,17056.80078125,79.21080017089844,228.79849243164062,197.33990478515625,71.7880630493164,393.9778747558594
2015-11-06,278.1909484863281,16106.7001953125,79.06420135498047,237.7000274658203,192.83065795898438,70.37594604492188,386.6038513183594
2015-11-09,269.4075012207031,15391.9326171875,78.13574981689453,240.73240661621094,194.5821533203125,71.48273468017578,379.2783203125
2015-11-10,259.208984375,15284.9287109375,77.45164489746094,235.93927001953125,190.90457153320312,68.73487091064453,375.6883544921875
2015-11-13,260.9169006347656,15075.169921875,75.64363098144531,235.00999450683594,194.9322967529297,66.5976333618164,366.13116455078125
2015-11-16,265.5525817871094,14725.8896484375,77.25618743896484,242.88442993164062,201.89234924316406,68.35321807861328,367.8291015625
2015-11-17,264.2350158691406,14949.4482421875,79.01533508300781,242.44424438476562,205.350341796875,70.26146697998047,368.6053466796875
2015-11-18,260.8680419921875,15325.646484375,74.81291961669922,235.74363708496094,197.734130859375,68.04789733886719,367.8291015625
2015-11-19,264.2350158691406,15598.6044921875,76.62093353271484,238.58038330078125,200.27317810058594,69.9561538696289,379.7634582519531
2015-11-20,263.2103271484375,15840.013671875,75.44815826416016,237.65110778808594,201.36671447753906,71.10108947753906,384.51776123046875
2015-11-23,269.8467102050781,16167.486328125,72.56510925292969,237.40655517578125,196.50827026367188,69.0401840209961,395.14227294921875
2015-11-24,263.7471008300781,16065.115234375,71.92985534667969,236.13491821289062,196.42005920410156,68.849365234375,389.6601867675781
2015-11-26,261.5512390136719,15906.298828125,73.39581298828125,237.21092224121094,199.52882385253906,68.88752746582031,396.8401794433594
2015-11-27,261.7951965332031,16013.2060546875,75.88795471191406,244.25387573242188,202.46116638183594,70.14697265625,400.13909912109375
2015-11-30,261.5512390136719,16141.05078125,75.30157470703125,243.22677612304688,200.4918975830078,68.81119537353516,396.0154724121094
2015-12-01,256.9155578613281,15666.9169921875,77.74484252929688,244.74298095703125,207.9775848388672,71.86438751220703,402.1281433105469
2015-12-02,255.1100616455078,15785.7890625,78.62442016601562,239.26512145996094,213.49305725097656,71.94072723388672,401.40045166015625
2015-12-03,252.62139892578125,16105.736328125,77.40277099609375,235.84146118164062,210.25381469726562,70.29962921142578,397.42236328125
2015-12-04,249.4008026123047,15851.591796875,77.25618743896484,235.84146118164062,210.3411102294922,69.84164428710938,383.8871154785156
2015-12-07,248.96163940429688,15660.4521484375,77.45164489746094,233.44488525390625,213.23023986816406,69.65081787109375,388.2048034667969
2015-12-08,245.0090789794922,15734.0703125,74.27539825439453,230.8037872314453,205.5258331298828,66.52130889892578,388.88397216796875
2015-12-09,238.12872314453125,15175.41796875,72.07645416259766,229.28758239746094,198.60899353027344,62.781150817871094,384.1781921386719
2015-12-10,240.9589385986328,15476.1650390625,73.98220825195312,226.89102172851562,203.9939727783203,63.42996597290039,390.24237060546875
2015-12-11,235.3472900390625,15013.99609375,74.51972961425781,222.34243774414062,210.90992736816406,63.697113037109375,385.92462158203125
2015-12-14,248.4248809814453,14826.5244140625,77.0118637084961,221.02188110351562,214.4993133544922,64.34590911865234,393.6867980957031
2015-12-15,246.03384399414062,15304.611328125,77.20732116699219,221.46206665039062,213.9304656982422,63.964271545410156,396.2095031738281
2015-12-16,245.5946502685547,15499.3212890625,76.76752471923828,222.34243774414062,214.23739624023438,64.15509033203125,396.50054931640625
2015-12-17,250.13275146484375,15705.125,79.45512390136719,225.86392211914062,225.09376525878906,66.52130889892578,402.7102966308594
2015-12-18,253.9389190673828,15592.4296875,78.08690643310547,221.5598907470703,223.8238067626953,64.34590911865234,401.2549133300781
2015-12-21,254.32925415039062,15467.6748046875,79.45512390136719,225.42373657226562,226.2755584716797,66.06333923339844,404.84490966796875
2015-12-22,251.40150451660156,15510.900390625,77.793701171875,223.3695526123047,225.3556671142578,65.68167877197266,403.0499267578125
2015-12-23,251.1086883544922,15620.8935546875,81.99612426757812,224.6411895751953,231.52821350097656,68.16239929199219,406.5914001464844
2015-12-24,251.88943481445312,15603.9130859375,83.31549072265625,223.3206329345703,230.56517028808594,70.18511962890625,398.53814697265625
2015-12-28,255.6956024169922,16015.3291015625,83.02229309082031,223.9075469970703,222.46652221679688,70.14697265625,399.3143615722656
2015-12-29,257.2083435058594,16116.1572265625,82.48477935791016,223.22280883789062,223.5177764892578,70.18511962890625,403.9716796875
2015-12-30,255.4516143798828,15948.9462890625,82.77796936035156,220.87515258789062,226.49424743652344,70.18511962890625,415.4693603515625
2015-12-31,254.62203979492188,16263.296875,82.82683563232422,219.55459594726562,227.45729064941406,69.00202941894531,424.2502746582031
2016-01-01,261.1120300292969,16760.39453125,82.97343444824219,222.83154296875,225.3556671142578,69.9561538696289,420.0296325683594
2016-01-04,251.74307250976562,16880.51953125,78.9176025390625,215.8863983154297,224.9182586669922,67.8952407836914,409.4051818847656
2016-01-05,249.5471954345703,16556.904296875,80.72562408447266,213.00074768066406,240.1524658203125,70.52861785888672,412.4129943847656
2016-01-06,245.74105834960938,16909.271484375,78.7221450805664,212.120361328125,235.29312133789062,67.8570785522461,410.5694885253906
2016-01-07,239.1046600341797,16437.06640625,74.91064453125,204.97958374023438,218.7898406982422,61.941532135009766,403.0499267578125
2016-01-08,235.59129333496094,16635.5390625,75.15496826171875,204.3926544189453,222.0291290283203,61.86520004272461,399.4599304199219
2016-01-11,228.41815185546875,16633.3203125,76.13228607177734,199.84410095214844,220.3217010498047,64.88021850585938,397.42236328125
2016-01-12,231.54115295410156,16467.076171875,73.88446807861328,195.05096435546875,215.15635681152344,64.30774688720703,394.9481506347656
2016-01-13,224.66079711914062,16463.119140625,74.95950317382812,196.51824951171875,215.90069580078125,61.78887176513672,401.9341125488281
2016-01-14,222.3185577392578,16391.044921875,73.00489044189453,191.77401733398438,209.02792358398438,60.567596435546875,403.68060302734375
2016-01-15,212.99835205078125,15670.1005859375,70.17070007324219,180.28030395507812,201.10482788085938,55.606163024902344,390.4364013671875
2016-01-18,214.02308654785156,14916.255859375,69.58432006835938,177.05227661132812,206.5330047607422,52.4384765625,382.1891174316406
2016-01-19,227.2470245361328,15267.75390625,70.21957397460938,178.95974731445312,208.37091064453125,52.85829544067383,382.57720947265625
2016-01-20,214.12066650390625,14992.76953125,66.06600189208984,169.86257934570312,203.11822509765625,48.77466583251953,372.87451171875
2016-01-21,215.97496032714844,15005.69921875,66.75012969970703,171.7700653076172,206.27017211914062,47.62971878051758,374.1843566894531
2016-01-22,216.4141387939453,15893.5625,70.70822143554688,180.57376098632812,216.95103454589844,49.38529586791992,383.64453125
2016-01-25,213.1446990966797,15839.3369140625,70.36616516113281,178.95974731445312,223.1676788330078,49.15631103515625,379.617919921875
2016-01-27,210.16812133789062,15661.7060546875,69.43772888183594,180.37811279296875,225.5312042236328,48.698326110839844,384.9058837890625
2016-01-28,205.77639770507812,15398.205078125,68.11835479736328,181.20957946777344,222.55474853515625,51.369873046875,392.5710144042969
